checkingAccountStatus	durationMonths	creditHistory	purpose	creditAmount	savingsAccount	employmentSince	installmentRatePercent	personalStatusSex	otherDebtors	residenceSince	property	ageYears	otherInstallments	housing	existingCreditsThisBank	job	dependentsCount	telephone	foreignWorker	targetClass	creditHistory_A30	creditHistory_A31	creditHistory_A32	creditHistory_A33	creditHistory_A34	creditHistory_predicted
A14	s5_30_up	A34	A43	s5_4720_up	A61	A74	s3_3_up	A92	A101	s2_2_up	A123	s1_below_26	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.024446	0.0121161	0.327616	0.157153	0.478669	A34
A14	s2_12_15	A33	A45	s2_1262_1906	A64	A75	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A143	A153	s2_2_up	A173	s2_2_up	A191	A201	0	0.0348482	0.0172717	0.254739	0.224024	0.469117	A34
A11	s4_24_30	A32	A40	s2_1262_1906	A65	A74	s3_3_up	A92	A101	s2_2_up	A124	s3_30_36	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.0160482	0.0477236	0.899394	0.0171945	0.0196397	A32
A13	s1_below_12	A34	A40	s2_1262_1906	A61	A73	s1_below_2	A93	A101	s1_below_2	A121	s5_45_up	A143	A152	s2_2_up	A171	s2_2_up	A191	A202	0	0.0378387	0.0187539	0.0460999	0.202707	0.6946	A34
A13	s3_15_24	A34	A43	s2_1262_1906	A65	A73	s3_3_up	A93	A101	s2_2_up	A124	s4_36_45	A143	A153	s2_2_up	A173	s1_below_2	A192	A201	0	0.0151122	0.00749003	0.11047	0.0161917	0.850736	A34
A14	s4_24_30	A32	A40	s2_1262_1906	A61	A73	s2_2_3	A93	A103	s2_2_up	A121	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0496901	0.0492555	0.787005	0.0532393	0.0608104	A32
A11	s2_12_15	A34	A40	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A122	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0888485	0.0440357	0.108247	0.0158658	0.743003	A34
A14	s3_15_24	A34	A40	s5_4720_up	A65	A75	s1_below_2	A92	A101	s2_2_up	A123	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.0188554	0.00934525	0.712135	0.121213	0.138451	A32
A11	s3_15_24	A34	A42	s3_1906_2852	A61	A73	s3_3_up	A92	A101	s2_2_up	A121	s1_below_26	A143	A151	s2_2_up	A173	s1_below_2	A191	A201	0	0.0843034	0.00696384	0.102709	0.0150542	0.790969	A34
A11	s2_12_15	A32	A43	s3_1906_2852	A61	A73	s3_3_up	A93	A101	s2_2_up	A122	s1_below_26	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0104989	0.0572387	0.908165	0.0112488	0.0128484	A32
A14	s3_15_24	A34	A40	s5_4720_up	A65	A75	s3_3_up	A93	A101	s2_2_up	A124	s3_30_36	A143	A153	s1_below_2	A174	s1_below_2	A192	A201	0	0.0496901	0.0492555	0.787005	0.0532393	0.0608104	A32
A14	s4_24_30	A34	A40	s3_1906_2852	A62	A74	s3_3_up	A94	A101	s2_2_up	A122	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0281083	0.0139312	0.205471	0.030116	0.722374	A34
A12	s2_12_15	A32	A43	s1_below_1262	A61	A75	s3_3_up	A94	A103	s2_2_up	A121	s4_36_45	A141	A152	s2_2_up	A172	s1_below_2	A191	A201	1	0.149877	0.293637	0.407213	0.0817512	0.0675214	A32
A11	s5_30_up	A32	A42	s4_2852_4720	A61	A72	s2_2_3	A91	A101	s2_2_up	A122	s3_30_36	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0340417	0.016872	0.870953	0.0364732	0.04166	A32
A14	s1_below_12	A32	A41	s4_2852_4720	A65	A72	s1_below_2	A92	A101	s2_2_up	A121	s3_30_36	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.058165	0.0288281	0.779505	0.0623197	0.071182	A32
A12	s2_12_15	A34	A42	s4_2852_4720	A61	A75	s1_below_2	A93	A101	s2_2_up	A123	s2_26_30	A143	A151	s2_2_up	A173	s1_below_2	A192	A201	0	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A14	s2_12_15	A34	A43	s2_1262_1906	A61	A75	s2_2_3	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s2_2_up	A172	s1_below_2	A192	A201	0	0.0103342	0.00512189	0.0755425	0.0110723	0.897929	A34
A11	s4_24_30	A32	A41	s3_1906_2852	A65	A75	s2_2_3	A92	A101	s2_2_up	A121	s2_26_30	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.0240463	0.011918	0.761705	0.0257639	0.176567	A32
A11	s5_30_up	A34	A46	s5_4720_up	A61	A73	s3_3_up	A92	A101	s2_2_up	A124	s1_below_26	A143	A152	s2_2_up	A174	s1_below_2	A192	A201	0	0.0442395	0.0219263	0.0538982	0.284397	0.59554	A34
A14	s3_15_24	A34	A41	s4_2852_4720	A61	A75	s1_below_2	A93	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	0	0.101951	0.00842163	0.434736	0.0182056	0.436686	A34
A14	s4_24_30	A34	A43	s3_1906_2852	A62	A75	s3_3_up	A93	A101	s2_2_up	A122	s5_45_up	A141	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0261726	0.0512768	0.0711103	0.0142759	0.837164	A34
A13	s2_12_15	A34	A40	s2_1262_1906	A63	A71	s2_2_3	A93	A101	s2_2_up	A124	s5_45_up	A141	A153	s2_2_up	A171	s1_below_2	A191	A201	0	0.0775376	0.15191	0.0351114	0.211466	0.523974	A34
A11	s4_24_30	A32	A40	s2_1262_1906	A65	A73	s3_3_up	A92	A101	s2_2_up	A121	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.00872153	0.00432262	0.966938	0.0093445	0.0106734	A32
A14	s5_30_up	A34	A40	s4_2852_4720	A61	A74	s3_3_up	A93	A101	s2_2_up	A123	s4_36_45	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.00769042	0.0419273	0.0562167	0.131836	0.76233	A34
A11	s3_15_24	A32	A43	s4_2852_4720	A61	A74	s3_3_up	A92	A103	s1_below_2	A121	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00777526	0.0231218	0.862027	0.0499838	0.0570919	A32
A14	s5_30_up	A34	A41	s5_4720_up	A64	A75	s3_3_up	A93	A101	s2_2_up	A123	s4_36_45	A143	A152	s2_2_up	A174	s1_below_2	A192	A201	0	0.0179695	0.053437	0.131356	0.115518	0.681719	A34
A12	s3_15_24	A32	A45	s4_2852_4720	A61	A71	s2_2_3	A92	A101	s2_2_up	A123	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0900834	0.0446478	0.658507	0.096518	0.110243	A32
A12	s5_30_up	A34	A43	s5_4720_up	A61	A74	s2_2_3	A93	A103	s2_2_up	A121	s1_below_26	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0168738	0.00836312	0.226136	0.108475	0.640152	A34
A14	s4_24_30	A34	A40	s3_1906_2852	A64	A75	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.0104489	0.00517875	0.776541	0.0671714	0.14066	A32
A12	s2_12_15	A30	A48	s2_1262_1906	A61	A73	s2_2_3	A93	A101	s2_2_up	A121	s3_30_36	A143	A152	s1_below_2	A172	s1_below_2	A192	A201	0	0.59945	0.0495172	0.121721	0.107045	0.122267	A30
A12	s2_12_15	A32	A40	s1_below_1262	A62	A72	s3_3_up	A92	A101	s2_2_up	A122	s1_below_26	A141	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0221422	0.0433806	0.912424	0.0120775	0.00997531	A32
A12	s3_15_24	A32	A41	s5_4720_up	A65	A71	s1_below_2	A91	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	1	0.058165	0.0288281	0.779505	0.0623197	0.071182	A32
A12	s3_15_24	A32	A49	s3_1906_2852	A64	A73	s3_3_up	A93	A101	s2_2_up	A122	s3_30_36	A143	A152	s1_below_2	A172	s1_below_2	A192	A201	1	0.221376	0.10972	0.514899	0.129376	0.024629	A32
A14	s3_15_24	A32	A43	s3_1906_2852	A63	A75	s3_3_up	A93	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00746131	0.0221881	0.736316	0.0879368	0.146098	A32
A14	s5_30_up	A34	A41	s3_1906_2852	A65	A75	s3_3_up	A93	A101	s2_2_up	A123	s4_36_45	A143	A152	s2_2_up	A173	s2_2_up	A192	A201	0	0.0179695	0.053437	0.131356	0.115518	0.681719	A34
A12	s5_30_up	A33	A46	s5_4720_up	A61	A75	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A143	A153	s1_below_2	A173	s1_below_2	A191	A201	0	0.0213022	0.0105579	0.67478	0.136943	0.156417	A32
A11	s5_30_up	A34	A46	s5_4720_up	A61	A73	s3_3_up	A93	A101	s2_2_up	A124	s2_26_30	A141	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.106521	0.208694	0.048236	0.348614	0.287934	A33
A12	s3_15_24	A32	A49	s1_below_1262	A61	A75	s2_2_3	A92	A101	s2_2_up	A122	s4_36_45	A143	A152	s1_below_2	A173	s2_2_up	A191	A201	1	0.0508373	0.151178	0.681302	0.0544685	0.0622143	A32
A14	s4_24_30	A32	A41	s5_4720_up	A65	A75	s3_3_up	A93	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A174	s2_2_up	A192	A201	1	0.101951	0.00842163	0.434736	0.0182056	0.436686	A34
A14	s1_below_12	A34	A42	s1_below_1262	A65	A73	s1_below_2	A94	A101	s2_2_up	A122	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0579807	0.0287368	0.0706396	0.0621222	0.780521	A34
A13	s4_24_30	A32	A42	s4_2852_4720	A61	A75	s3_3_up	A91	A101	s2_2_up	A124	s5_45_up	A143	A153	s1_below_2	A173	s1_below_2	A191	A201	1	0.0508373	0.151178	0.681302	0.0544685	0.0622143	A32
A14	s4_24_30	A32	A42	s4_2852_4720	A63	A75	s3_3_up	A93	A101	s2_2_up	A124	s3_30_36	A143	A151	s1_below_2	A173	s1_below_2	A192	A201	1	0.0125733	0.0997066	0.628055	0.0134714	0.246194	A32
A14	s1_below_12	A32	A42	s3_1906_2852	A62	A72	s2_2_3	A92	A101	s2_2_up	A122	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.00755965	0.00374677	0.792073	0.0485978	0.148023	A32
A11	s3_15_24	A32	A41	s5_4720_up	A65	A75	s1_below_2	A93	A101	s2_2_up	A122	s5_45_up	A143	A153	s1_below_2	A173	s2_2_up	A192	A201	1	0.0134138	0.0398895	0.751752	0.0143719	0.180573	A32
A14	s2_12_15	A34	A42	s1_below_1262	A61	A72	s2_2_3	A92	A101	s2_2_up	A122	s1_below_26	A143	A151	s2_2_up	A172	s1_below_2	A191	A201	0	0.0843034	0.00696384	0.102709	0.0150542	0.790969	A34
A14	s4_24_30	A33	A40	s1_below_1262	A65	A75	s3_3_up	A94	A101	s2_2_up	A123	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0964662	0.0478113	0.117528	0.62014	0.118055	A33
A12	s1_below_12	A32	A40	s2_1262_1906	A65	A72	s3_3_up	A93	A101	s2_2_up	A121	s3_30_36	A143	A152	s1_below_2	A171	s1_below_2	A191	A201	1	0.0496901	0.0492555	0.787005	0.0532393	0.0608104	A32
A14	s4_24_30	A34	A46	s2_1262_1906	A61	A75	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A143	A153	s2_2_up	A173	s2_2_up	A191	A201	0	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A12	s3_15_24	A34	A43	s2_1262_1906	A61	A75	s3_3_up	A92	A103	s2_2_up	A121	s5_45_up	A141	A151	s2_2_up	A172	s1_below_2	A192	A201	0	0.0557571	0.109238	0.151491	0.030413	0.6531	A34
A11	s3_15_24	A34	A42	s4_2852_4720	A61	A75	s1_below_2	A92	A101	s2_2_up	A122	s1_below_26	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0843034	0.00696384	0.102709	0.0150542	0.790969	A34
A14	s2_12_15	A34	A43	s1_below_1262	A65	A75	s3_3_up	A93	A101	s2_2_up	A123	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0564548	0.00466342	0.240732	0.110893	0.587257	A34
A12	s2_12_15	A32	A40	s5_4720_up	A65	A71	s1_below_2	A92	A101	s2_2_up	A121	s1_below_26	A143	A151	s1_below_2	A171	s1_below_2	A191	A201	1	0.00872153	0.00432262	0.966938	0.0093445	0.0106734	A32
A11	s5_30_up	A32	A40	s5_4720_up	A61	A74	s2_2_3	A93	A101	s1_below_2	A123	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0240622	0.0119258	0.908784	0.0257809	0.0294471	A32
A12	s1_below_12	A32	A43	s1_below_1262	A61	A72	s3_3_up	A94	A101	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A172	s1_below_2	A191	A202	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A14	s2_12_15	A34	A43	s1_below_1262	A65	A75	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0103342	0.00512189	0.0755425	0.0110723	0.897929	A34
A12	s5_30_up	A31	A41	s5_4720_up	A61	A71	s1_below_2	A93	A101	s2_2_up	A124	s5_45_up	A141	A153	s1_below_2	A174	s1_below_2	A192	A201	0	0.0255844	0.300747	0.532927	0.0139551	0.126787	A32
A12	s3_15_24	A30	A40	s2_1262_1906	A61	A72	s2_2_3	A92	A101	s1_below_2	A121	s2_26_30	A143	A151	s2_2_up	A171	s1_below_2	A191	A201	0	0.461123	0.0857043	0.210675	0.0308788	0.21162	A30
A12	s1_below_12	A32	A49	s1_below_1262	A61	A72	s3_3_up	A94	A101	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0349147	0.0173046	0.680601	0.224451	0.0427283	A32
A12	s1_below_12	A32	A43	s1_below_1262	A61	A74	s3_3_up	A94	A103	s2_2_up	A121	s2_26_30	A141	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0369693	0.0724296	0.853781	0.0201651	0.0166551	A32
A11	s5_30_up	A34	A41	s5_4720_up	A61	A74	s3_3_up	A93	A101	s2_2_up	A123	s1_below_26	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.269698	0.0222783	0.0547635	0.0481603	0.6051	A34
A11	s5_30_up	A32	A44	s4_2852_4720	A61	A73	s3_3_up	A93	A101	s2_2_up	A123	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0900834	0.0446478	0.658507	0.096518	0.110243	A32
A11	s5_30_up	A32	A40	s4_2852_4720	A61	A74	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A143	A153	s1_below_2	A173	s2_2_up	A191	A201	1	0.0104489	0.00517875	0.776541	0.0671714	0.14066	A32
A12	s5_30_up	A33	A40	s5_4720_up	A61	A73	s2_2_3	A92	A101	s2_2_up	A122	s5_45_up	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	0	0.0188554	0.00934525	0.712135	0.121213	0.138451	A32
A14	s1_below_12	A32	A44	s2_1262_1906	A63	A73	s1_below_2	A91	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0900834	0.0446478	0.658507	0.096518	0.110243	A32
A14	s1_below_12	A34	A43	s2_1262_1906	A61	A74	s1_below_2	A92	A101	s2_2_up	A123	s1_below_26	A143	A151	s2_2_up	A173	s1_below_2	A192	A201	0	0.024446	0.0121161	0.327616	0.157153	0.478669	A34
A11	s5_30_up	A32	A410	s5_4720_up	A61	A71	s2_2_3	A91	A102	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A174	s1_below_2	A191	A201	1	0.0900834	0.0446478	0.658507	0.096518	0.110243	A32
A11	s3_15_24	A32	A43	s2_1262_1906	A61	A73	s3_3_up	A94	A101	s2_2_up	A121	s2_26_30	A141	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0369693	0.0724296	0.853781	0.0201651	0.0166551	A32
A14	s2_12_15	A32	A40	s1_below_1262	A61	A73	s3_3_up	A94	A101	s2_2_up	A121	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	1	0.0281083	0.0139312	0.205471	0.030116	0.722374	A34
A13	s2_12_15	A32	A43	s4_2852_4720	A61	A73	s3_3_up	A94	A101	s1_below_2	A123	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A11	s5_30_up	A32	A42	s3_1906_2852	A61	A75	s2_2_3	A93	A101	s2_2_up	A122	s4_36_45	A141	A152	s1_below_2	A173	s2_2_up	A191	A201	1	0.0229281	0.269522	0.581421	0.0125062	0.113623	A32
A11	s1_below_12	A34	A40	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s2_2_up	A172	s1_below_2	A191	A201	0	0.0378387	0.0187539	0.0460999	0.202707	0.6946	A34
A14	s3_15_24	A34	A42	s4_2852_4720	A61	A72	s3_3_up	A91	A101	s2_2_up	A123	s3_30_36	A143	A152	s2_2_up	A174	s1_below_2	A192	A201	0	0.37202	0.0307306	0.0755405	0.0664322	0.455276	A34
A11	s3_15_24	A34	A40	s2_1262_1906	A61	A75	s3_3_up	A94	A101	s2_2_up	A123	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0579807	0.0287368	0.0706396	0.0621222	0.780521	A34
A11	s3_15_24	A34	A40	s4_2852_4720	A61	A75	s1_below_2	A92	A101	s2_2_up	A121	s3_30_36	A141	A151	s2_2_up	A173	s1_below_2	A192	A201	0	0.371157	0.121194	0.0280119	0.0337416	0.445895	A34
A14	s3_15_24	A30	A49	s4_2852_4720	A61	A73	s2_2_3	A93	A101	s2_2_up	A123	s4_36_45	A142	A152	s2_2_up	A173	s2_2_up	A191	A201	0	0.144932	0.0430226	0.0536971	0.628839	0.129508	A33
A11	s5_30_up	A32	A41	s5_4720_up	A65	A75	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A143	A153	s1_below_2	A173	s1_below_2	A191	A201	1	0.0134138	0.0398895	0.751752	0.0143719	0.180573	A32
A12	s5_30_up	A33	A49	s5_4720_up	A65	A73	s3_3_up	A93	A101	s2_2_up	A124	s4_36_45	A143	A153	s1_below_2	A173	s2_2_up	A192	A201	0	0.0220036	0.0109056	0.562959	0.377204	0.0269278	A32
A14	s4_24_30	A33	A49	s3_1906_2852	A63	A73	s3_3_up	A93	A101	s2_2_up	A123	s4_36_45	A143	A152	s2_2_up	A173	s2_2_up	A192	A201	0	0.180665	0.0081402	0.120059	0.369541	0.321594	A33
A11	s3_15_24	A32	A40	s1_below_1262	A61	A72	s3_3_up	A92	A101	s2_2_up	A123	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A192	A201	1	0.00872153	0.00432262	0.966938	0.0093445	0.0106734	A32
A11	s5_30_up	A30	A49	s5_4720_up	A61	A75	s2_2_3	A93	A101	s2_2_up	A123	s2_26_30	A143	A151	s2_2_up	A173	s1_below_2	A191	A201	0	0.107308	0.00886415	0.0217895	0.402406	0.459632	A34
A12	s4_24_30	A32	A43	s5_4720_up	A65	A75	s2_2_3	A92	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.148167	0.0122393	0.631808	0.0264585	0.181326	A32
A13	s3_15_24	A32	A43	s3_1906_2852	A61	A72	s2_2_3	A92	A101	s2_2_up	A121	s1_below_26	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.00777526	0.0231218	0.862027	0.0499838	0.0570919	A32
A11	s2_12_15	A30	A40	s1_below_1262	A61	A73	s3_3_up	A93	A101	s2_2_up	A123	s5_45_up	A141	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0775376	0.15191	0.0351114	0.211466	0.523974	A34
A14	s2_12_15	A32	A43	s1_below_1262	A65	A73	s3_3_up	A92	A101	s2_2_up	A123	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00777526	0.0231218	0.862027	0.0499838	0.0570919	A32
A14	s1_below_12	A32	A42	s1_below_1262	A61	A72	s1_below_2	A92	A101	s2_2_up	A121	s1_below_26	A143	A151	s1_below_2	A172	s2_2_up	A191	A201	1	0.00755965	0.00374677	0.792073	0.0485978	0.148023	A32
A11	s4_24_30	A34	A41	s4_2852_4720	A61	A75	s3_3_up	A93	A101	s2_2_up	A122	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0239676	0.011879	0.0292004	0.0256796	0.909273	A34
A14	s4_24_30	A34	A43	s3_1906_2852	A61	A75	s3_3_up	A94	A102	s2_2_up	A121	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0427971	0.0212114	0.0521409	0.045854	0.837997	A34
A11	s5_30_up	A32	A42	s5_4720_up	A61	A74	s3_3_up	A93	A101	s2_2_up	A122	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0147718	0.0439278	0.737873	0.0949615	0.108466	A32
A14	s3_15_24	A33	A41	s4_2852_4720	A61	A73	s3_3_up	A93	A101	s2_2_up	A121	s2_26_30	A142	A152	s2_2_up	A172	s1_below_2	A191	A201	0	0.0272463	0.0889675	0.0185069	0.681158	0.184122	A33
A14	s3_15_24	A32	A45	s3_1906_2852	A61	A72	s3_3_up	A92	A101	s2_2_up	A121	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.058165	0.0288281	0.779505	0.0623197	0.071182	A32
A14	s4_24_30	A31	A49	s2_1262_1906	A61	A74	s3_3_up	A93	A101	s2_2_up	A123	s5_45_up	A141	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.437414	0.285658	0.0660247	0.0795298	0.131373	A30
A14	s3_15_24	A32	A42	s4_2852_4720	A61	A75	s3_3_up	A93	A101	s2_2_up	A122	s5_45_up	A141	A152	s2_2_up	A173	s2_2_up	A192	A201	1	0.325151	0.106172	0.392635	0.0295591	0.146484	A32
A12	s3_15_24	A32	A42	s4_2852_4720	A65	A74	s2_2_3	A93	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0125733	0.0997066	0.628055	0.0134714	0.246194	A32
A14	s3_15_24	A32	A40	s5_4720_up	A65	A73	s2_2_3	A93	A101	s2_2_up	A123	s5_45_up	A143	A151	s2_2_up	A173	s1_below_2	A191	A201	1	0.0378387	0.0187539	0.0460999	0.202707	0.6946	A34
A14	s4_24_30	A32	A40	s1_below_1262	A61	A72	s3_3_up	A94	A101	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0429477	0.0212861	0.837192	0.0460154	0.0525592	A32
A11	s1_below_12	A32	A43	s2_1262_1906	A61	A74	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00936033	0.0510315	0.581602	0.0601735	0.297833	A32
A11	s2_12_15	A32	A43	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A142	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.00988446	0.355034	0.342413	0.134788	0.157881	A31
A11	s3_15_24	A34	A40	s3_1906_2852	A61	A73	s3_3_up	A94	A103	s2_2_up	A122	s3_30_36	A141	A151	s2_2_up	A173	s1_below_2	A191	A202	0	0.112194	0.219809	0.050805	0.061197	0.555994	A34
A14	s4_24_30	A34	A41	s4_2852_4720	A65	A74	s3_3_up	A93	A101	s2_2_up	A122	s4_36_45	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0179695	0.053437	0.131356	0.115518	0.681719	A34
A14	s3_15_24	A34	A43	s2_1262_1906	A61	A73	s3_3_up	A93	A101	s2_2_up	A124	s3_30_36	A143	A153	s2_2_up	A173	s1_below_2	A192	A201	0	0.0564548	0.00466342	0.240732	0.110893	0.587257	A34
A11	s3_15_24	A31	A40	s2_1262_1906	A61	A74	s3_3_up	A93	A101	s2_2_up	A124	s3_30_36	A143	A153	s2_2_up	A172	s2_2_up	A191	A201	0	0.0888485	0.0440357	0.108247	0.0158658	0.743003	A34
A14	s5_30_up	A33	A40	s5_4720_up	A61	A75	s2_2_3	A93	A101	s2_2_up	A123	s5_45_up	A143	A152	s2_2_up	A173	s2_2_up	A192	A201	0	0.0378387	0.0187539	0.0460999	0.202707	0.6946	A34
A14	s4_24_30	A32	A40	s2_1262_1906	A62	A72	s3_3_up	A94	A101	s2_2_up	A121	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.058165	0.0288281	0.779505	0.0623197	0.071182	A32
A14	s1_below_12	A32	A48	s1_below_1262	A65	A74	s3_3_up	A92	A101	s2_2_up	A122	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0900834	0.0446478	0.658507	0.096518	0.110243	A32
A14	s3_15_24	A34	A42	s4_2852_4720	A61	A73	s3_3_up	A93	A101	s2_2_up	A124	s2_26_30	A143	A153	s1_below_2	A173	s1_below_2	A192	A201	0	0.0147718	0.0439278	0.737873	0.0949615	0.108466	A32
A11	s3_15_24	A32	A40	s4_2852_4720	A61	A73	s3_3_up	A92	A101	s2_2_up	A122	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0209861	0.0104013	0.920445	0.0224851	0.0256826	A32
A14	s1_below_12	A32	A40	s4_2852_4720	A62	A73	s1_below_2	A93	A103	s2_2_up	A121	s2_26_30	A143	A151	s1_below_2	A173	s2_2_up	A191	A202	1	0.0112128	0.0611308	0.83331	0.0120137	0.0823326	A32
A14	s4_24_30	A34	A41	s5_4720_up	A64	A73	s3_3_up	A93	A101	s2_2_up	A121	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0357636	0.0177254	0.0435718	0.421499	0.48144	A34
A14	s3_15_24	A33	A49	s3_1906_2852	A61	A73	s3_3_up	A94	A101	s2_2_up	A123	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.0349147	0.0173046	0.680601	0.224451	0.0427283	A32
A11	s4_24_30	A32	A43	s3_1906_2852	A61	A72	s3_3_up	A92	A101	s2_2_up	A121	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.01669	0.00827204	0.630353	0.0178822	0.326803	A32
A14	s4_24_30	A34	A42	s4_2852_4720	A64	A72	s3_3_up	A93	A101	s2_2_up	A121	s3_30_36	A142	A152	s2_2_up	A172	s2_2_up	A192	A201	0	0.0963377	0.0524287	0.0109062	0.583865	0.256462	A33
A14	s1_below_12	A32	A42	s3_1906_2852	A61	A73	s2_2_3	A93	A101	s2_2_up	A121	s1_below_26	A141	A151	s1_below_2	A172	s1_below_2	A191	A201	1	0.0204476	0.440667	0.51852	0.0111532	0.00921189	A32
A14	s3_15_24	A32	A42	s3_1906_2852	A63	A73	s2_2_3	A92	A101	s2_2_up	A123	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.00755965	0.00374677	0.792073	0.0485978	0.148023	A32
